
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (20) of matrix 'A'.
MOSEK warning 710: #18 (nearly) zero elements are specified in sparse col '' (21) of matrix 'A'.
MOSEK warning 710: #17 (nearly) zero elements are specified in sparse col '' (22) of matrix 'A'.
MOSEK warning 710: #16 (nearly) zero elements are specified in sparse col '' (23) of matrix 'A'.
MOSEK warning 710: #1 (nearly) zero elements are specified in sparse col '' (24) of matrix 'A'.
MOSEK warning 710: #13 (nearly) zero elements are specified in sparse col '' (25) of matrix 'A'.
MOSEK warning 710: #12 (nearly) zero elements are specified in sparse col '' (26) of matrix 'A'.
MOSEK warning 710: #9 (nearly) zero elements are specified in sparse col '' (27) of matrix 'A'.
MOSEK warning 710: #10 (nearly) zero elements are specified in sparse col '' (29) of matrix 'A'.
MOSEK warning 710: #9 (nearly) zero elements are specified in sparse col '' (30) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 1268            
  Cones                  : 1               
  Scalar variables       : 803             
  Matrix variables       : 0               
  Integer variables      : 400             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 3.91
Presolved problem: 793 variables, 467 constraints, 13197 non-zeros
Presolved problem: 0 general integer, 391 binary, 402 continuous
Clique table size: 408
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
94533    87702    58186    42       1.8447601587e+02     6.6175133151e+01     64.13       518.6 
96843    89798    59584    61       1.8447601587e+02     6.6320463804e+01     64.05       529.0 
99144    91893    61021    35       1.8447601587e+02     6.6436972679e+01     63.99       540.5 
101464   93995    62421    42       1.8447601587e+02     6.6536767870e+01     63.93       551.5 
103714   96092    63881    60       1.8447601587e+02     6.6616913730e+01     63.89       561.3 
106008   98189    65301    61       1.8447601587e+02     6.6700355621e+01     63.84       570.7 
108315   100295   66724    52       1.8447601587e+02     6.6723818407e+01     63.83       579.5 
110571   102395   68116    21       1.8447601587e+02     6.6868662577e+01     63.75       589.0 
112870   104494   69491    63       1.8447601587e+02     6.6940111043e+01     63.71       598.5 
115105   106527   70784    112      1.8447601587e+02     6.6977744969e+01     63.69       608.3 
117401   108624   72218    59       1.8447601587e+02     6.7058659719e+01     63.65       618.1 
119698   110719   73605    80       1.8447601587e+02     6.7147604290e+01     63.60       627.7 
121977   112818   75000    55       1.8447601587e+02     6.7227383644e+01     63.56       638.2 
124241   114923   76414    98       1.8447601587e+02     6.7253594423e+01     63.54       649.0 
126519   117018   77802    37       1.8447601587e+02     6.7328097979e+01     63.50       658.5 
128805   119118   79138    17       1.8447601587e+02     6.7398110783e+01     63.47       669.9 
131072   121214   80539    51       1.8447601587e+02     6.7456874692e+01     63.43       680.1 
133381   123314   81948    58       1.8447601587e+02     6.7533779742e+01     63.39       692.0 
135675   125405   83388    30       1.8447601587e+02     6.7586854011e+01     63.36       701.8 
137969   127503   84818    40       1.8447601587e+02     6.7648276618e+01     63.33       712.8 
140293   129601   86174    45       1.8447601587e+02     6.7700495468e+01     63.30       722.8 
142552   131701   87577    65       1.8447601587e+02     6.7734217117e+01     63.28       736.0 
144823   133804   89002    35       1.8447601587e+02     6.7820306085e+01     63.24       748.0 
147076   135900   90405    52       1.8447601587e+02     6.7850941222e+01     63.22       759.9 
149347   137992   91768    41       1.8447601587e+02     6.7919098528e+01     63.18       771.8 
151613   140094   93174    65       1.8447601587e+02     6.7952547796e+01     63.16       783.9 
153926   142197   94573    31       1.8447601587e+02     6.8016138066e+01     63.13       798.6 
156182   144300   95997    49       1.8447601587e+02     6.8032088801e+01     63.12       812.2 
158393   146333   97362    16       1.8447601587e+02     6.8118937099e+01     63.07       825.9 
160672   148440   98781    17       1.8447601587e+02     6.8167329343e+01     63.05       838.0 
162970   150548   100199   52       1.8447601587e+02     6.8224003589e+01     63.02       851.9 
165225   152646   101482   63       1.8447601587e+02     6.8240054446e+01     63.01       863.8 
167523   154743   102862   36       1.8447601587e+02     6.8290218865e+01     62.98       876.1 
169812   156844   104185   44       1.8447601587e+02     6.8335315771e+01     62.96       885.9 
172083   158943   105622   44       1.8447601587e+02     6.8385376598e+01     62.93       897.0 
174344   161043   106995   67       1.8447601587e+02     6.8413255718e+01     62.91       908.2 
176601   163143   108438   16       1.8447601587e+02     6.8499697191e+01     62.87       920.0 
178865   165254   109796   41       1.8447601587e+02     6.8529932793e+01     62.85       930.9 
181130   167362   111167   44       1.8447601587e+02     6.8585243549e+01     62.82       941.4 
183404   169456   112535   45       1.8447601587e+02     6.8635994742e+01     62.79       952.7 
185670   171558   113921   59       1.8447601587e+02     6.8676392285e+01     62.77       963.8 
187950   173654   115317   24       1.8447601587e+02     6.8722007512e+01     62.75       974.9 
190185   175745   116764   76       1.8447601587e+02     6.8759729053e+01     62.73       986.4 
192434   177847   118231   59       1.8447601587e+02     6.8810607324e+01     62.70       997.6 
194693   179950   119624   32       1.8447601587e+02     6.8858799819e+01     62.67       1010.2
196966   182049   121055   50       1.8447601587e+02     6.8880263217e+01     62.66       1024.7
199229   184153   122442   36       1.8447601587e+02     6.8942700138e+01     62.63       1037.0
201411   186193   123820   68       1.8447601587e+02     6.8975373848e+01     62.61       1053.0
203679   188289   125126   78       1.8447601587e+02     6.9017386314e+01     62.59       1065.7
205959   190391   126510   35       1.8447601587e+02     6.9037539892e+01     62.58       1081.3
208223   192487   127910   49       1.8447601587e+02     6.9090989188e+01     62.55       1094.1
210488   194578   129293   79       1.8447601587e+02     6.9117850071e+01     62.53       1108.5
212741   196688   130636   41       1.8447601587e+02     6.9147545796e+01     62.52       1123.3
215035   198788   132004   102      1.8447601587e+02     6.9197691731e+01     62.49       1138.3
217266   200888   133453   36       1.8447601587e+02     6.9224160285e+01     62.48       1151.9
219469   202987   134854   44       1.8447601587e+02     6.9249338662e+01     62.46       1164.2
221747   205090   136230   38       1.8447601587e+02     6.9279201497e+01     62.45       1176.4
224008   207181   137655   45       1.8447601587e+02     6.9336755949e+01     62.41       1189.2
226261   209286   138994   26       1.8447601587e+02     6.9371137105e+01     62.40       1200.9
228505   211387   140412   60       1.8447601587e+02     6.9384428536e+01     62.39       1212.9
230779   213494   141830   28       1.8447601587e+02     6.9441276964e+01     62.36       1223.9
233014   215595   143279   40       1.8447601587e+02     6.9486044807e+01     62.33       1236.7
235269   217706   144712   65       1.8420850334e+02     6.9522003086e+01     62.26       1248.9
237496   219813   146137   39       1.8420850334e+02     6.9555219919e+01     62.24       1262.1
239727   221915   147576   32       1.8420850334e+02     6.9585648445e+01     62.22       1273.2
241992   224019   149009   29       1.8420850334e+02     6.9594414783e+01     62.22       1285.9
244139   226056   150360   58       1.8420850334e+02     6.9625477859e+01     62.20       1297.6
246372   228155   151769   57       1.8420850334e+02     6.9684552016e+01     62.17       1310.8
248649   230266   153198   35       1.8420850334e+02     6.9701018686e+01     62.16       1321.6
250896   232366   154543   37       1.8420850334e+02     6.9731961659e+01     62.15       1335.5
253139   234468   155968   30       1.8420850334e+02     6.9790792373e+01     62.11       1347.4
255383   236565   157426   67       1.8420850334e+02     6.9828035312e+01     62.09       1358.9
257620   238669   158811   46       1.8420850334e+02     6.9840209830e+01     62.09       1370.9
259923   240766   160170   41       1.8420850334e+02     6.9886423974e+01     62.06       1383.9
262183   242866   161588   60       1.8420850334e+02     6.9915522144e+01     62.05       1399.3
264429   244967   162954   45       1.8420850334e+02     6.9957077858e+01     62.02       1414.5
266711   247071   164328   37       1.8420850334e+02     6.9986886055e+01     62.01       1429.3
268938   249175   165727   58       1.8420850334e+02     7.0015108027e+01     61.99       1443.4
271201   251273   167118   96       1.8420850334e+02     7.0026937586e+01     61.98       1456.2
273465   253375   168438   61       1.8420850334e+02     7.0082182545e+01     61.95       1469.4
275707   255478   169822   65       1.8420850334e+02     7.0117242774e+01     61.94       1482.8
277903   257578   171280   56       1.8420850334e+02     7.0144220211e+01     61.92       1498.3
280184   259680   172703   44       1.8420850334e+02     7.0171865285e+01     61.91       1512.9
282442   261781   174017   72       1.8420850334e+02     7.0189011511e+01     61.90       1527.9
284607   263814   175382   47       1.8407067125e+02     7.0233964780e+01     61.84       1544.0
286895   265920   176678   55       1.8407067125e+02     7.0272443227e+01     61.82       1557.7
289179   268019   178080   77       1.8407067125e+02     7.0291814567e+01     61.81       1572.0
291427   270115   179450   43       1.8407067125e+02     7.0327978467e+01     61.79       1586.6
293663   272208   180774   101      1.8407067125e+02     7.0356983734e+01     61.78       1602.4
295908   274312   182195   36       1.8407067125e+02     7.0377537686e+01     61.77       1616.7
298138   276413   183661   73       1.8407067125e+02     7.0421458888e+01     61.74       1631.4
300437   278512   185046   53       1.8407067125e+02     7.0445989157e+01     61.73       1646.5
302718   280614   186399   81       1.8407067125e+02     7.0474704099e+01     61.71       1661.2
304992   282712   187817   39       1.8407067125e+02     7.0505824447e+01     61.70       1676.7
307251   284812   189246   33       1.8407067125e+02     7.0532268842e+01     61.68       1694.4
309493   286921   190680   61       1.8407067125e+02     7.0564018178e+01     61.66       1710.4
311789   289022   192096   49       1.8337593322e+02     7.0600136727e+01     61.50       1724.4
314073   291127   193520   65       1.8337593322e+02     7.0639738689e+01     61.48       1740.3
316349   293227   194904   36       1.8337593322e+02     7.0649005251e+01     61.47       1754.8
318613   295332   196314   28       1.8337593322e+02     7.0704841152e+01     61.44       1771.0
320859   297438   197678   48       1.8337593322e+02     7.0721653645e+01     61.43       1784.8
323073   299479   199052   69       1.8337593322e+02     7.0751548142e+01     61.42       1803.0
325379   301584   200424   53       1.8337593322e+02     7.0767931423e+01     61.41       1815.8
327652   303692   201905   61       1.8337593322e+02     7.0805133639e+01     61.39       1830.2
329887   305793   203326   51       1.8337593322e+02     7.0842344879e+01     61.37       1846.8
332142   307896   204723   40       1.8337593322e+02     7.0859669411e+01     61.36       1862.2
334423   310003   206174   40       1.8337593322e+02     7.0887678855e+01     61.34       1876.6
336691   312103   207590   60       1.8337593322e+02     7.0922192581e+01     61.32       1891.0
338917   314202   208998   69       1.8337593322e+02     7.0952500329e+01     61.31       1907.8
341131   316310   210418   38       1.8337593322e+02     7.0967262175e+01     61.30       1920.9
343392   318407   211791   65       1.8337593322e+02     7.1008783706e+01     61.28       1936.8
345658   320506   213209   27       1.8337593322e+02     7.1033802531e+01     61.26       1950.9
347922   322610   214629   44       1.8337593322e+02     7.1066428279e+01     61.25       1966.7
350199   324712   216034   49       1.8337593322e+02     7.1086377475e+01     61.23       1979.5
352447   326814   217460   74       1.8337593322e+02     7.1102788185e+01     61.23       1995.9
354693   328918   218914   54       1.8337593322e+02     7.1139457236e+01     61.21       2009.9
356942   331019   220331   29       1.8337593322e+02     7.1151833807e+01     61.20       2026.9
359186   333121   221683   46       1.8337593322e+02     7.1190937388e+01     61.18       2039.5
361397   335223   223092   52       1.8337593322e+02     7.1208464257e+01     61.17       2057.1
363606   337269   224417   51       1.8337593322e+02     7.1233503828e+01     61.15       2069.4
365874   339379   225805   42       1.8337593322e+02     7.1261000371e+01     61.14       2084.7
368118   341481   227223   22       1.8337593322e+02     7.1295707327e+01     61.12       2097.4
370365   343581   228598   44       1.8337593322e+02     7.1308373838e+01     61.11       2114.2
372614   345680   229913   111      1.8337593322e+02     7.1335369587e+01     61.10       2127.5
374831   347780   231364   82       1.8337593322e+02     7.1335369587e+01     61.10       2144.4
377004   349878   232785   56       1.8337593322e+02     7.1384678948e+01     61.07       2159.2
379257   351983   234104   46       1.8337593322e+02     7.1411013126e+01     61.06       2174.4
381497   354095   235536   55       1.8337593322e+02     7.1439968992e+01     61.04       2188.6
383713   356205   236962   48       1.8337593322e+02     7.1462982051e+01     61.03       2204.5
385897   358300   238360   85       1.8337593322e+02     7.1485442182e+01     61.02       2218.7
388120   360400   239661   47       1.8337593322e+02     7.1503299867e+01     61.01       2234.2
390414   362501   241065   38       1.8337593322e+02     7.1532107299e+01     60.99       2247.2
392629   364608   242476   74       1.8337593322e+02     7.1565562382e+01     60.97       2263.8
394857   366711   243876   45       1.8337593322e+02     7.1589099922e+01     60.96       2277.8
397054   368818   245295   43       1.8337593322e+02     7.1607231034e+01     60.95       2294.8
399274   370921   246695   42       1.8337593322e+02     7.1642962995e+01     60.93       2306.7
401433   372960   248032   58       1.8337593322e+02     7.1661382604e+01     60.92       2323.6
403653   375064   249426   41       1.8337593322e+02     7.1682807852e+01     60.91       2334.5
405865   377162   250880   54       1.8337593322e+02     7.1720345140e+01     60.89       2352.4
408072   379267   252305   40       1.8337593322e+02     7.1740713636e+01     60.88       2363.3
410308   381374   253727   28       1.8337593322e+02     7.1764019391e+01     60.87       2380.2
412526   383483   255129   75       1.8337593322e+02     7.1785679344e+01     60.85       2393.9
414745   385592   256540   72       1.8337593322e+02     7.1803693444e+01     60.84       2410.4
416956   387694   257901   30       1.8337593322e+02     7.1816061850e+01     60.84       2423.7
419200   389788   259197   31       1.8337593322e+02     7.1857058112e+01     60.81       2441.3
421417   391888   260592   29       1.8337593322e+02     7.1883992442e+01     60.80       2452.4
423656   393988   261967   89       1.8337593322e+02     7.1889675909e+01     60.80       2468.9
425872   396086   263329   37       1.8337593322e+02     7.1934630791e+01     60.77       2480.9
428066   398192   264717   60       1.8337593322e+02     7.1957351869e+01     60.76       2497.5
430316   400295   266133   78       1.8337593322e+02     7.1966060385e+01     60.75       2509.2
432534   402401   267493   50       1.8337593322e+02     7.2001007784e+01     60.74       2525.3
434766   404512   268877   42       1.8337593322e+02     7.2015423684e+01     60.73       2538.3
437008   406617   270237   37       1.8337593322e+02     7.2044023679e+01     60.71       2555.2
439271   408726   271636   60       1.8337593322e+02     7.2060830376e+01     60.70       2566.9
441428   410770   273001   56       1.8337593322e+02     7.2092927541e+01     60.69       2583.5
443649   412874   274320   36       1.8337593322e+02     7.2107650482e+01     60.68       2596.7
445843   414973   275732   41       1.8337593322e+02     7.2136476640e+01     60.66       2610.9
448064   417081   277097   32       1.8337593322e+02     7.2145966487e+01     60.66       2623.3
450290   419183   278549   41       1.8337593322e+02     7.2165340222e+01     60.65       2637.8
452516   421290   279959   38       1.8337593322e+02     7.2200462357e+01     60.63       2650.8
454753   423389   281354   40       1.8337593322e+02     7.2222609843e+01     60.62       2665.0
456976   425494   282771   28       1.8337593322e+02     7.2244155348e+01     60.60       2678.7
459194   427606   284125   47       1.8337593322e+02     7.2257151295e+01     60.60       2693.0
461404   429711   285529   71       1.8337593322e+02     7.2285272671e+01     60.58       2705.9
463604   431809   286973   63       1.8337593322e+02     7.2302799753e+01     60.57       2719.9
465852   433914   288313   56       1.8337593322e+02     7.2328643956e+01     60.56       2734.6
468080   436029   289655   22       1.8337593322e+02     7.2350108569e+01     60.55       2748.5
470309   438133   291018   57       1.8337593322e+02     7.2374604718e+01     60.53       2761.4
472536   440236   292423   68       1.8337593322e+02     7.2395619466e+01     60.52       2775.6
474814   442342   293759   56       1.8337593322e+02     7.2417371361e+01     60.51       2789.0
477061   444457   295110   43       1.8337593322e+02     7.2433943372e+01     60.50       2800.8
479207   446499   296398   55       1.8326850170e+02     7.2452995020e+01     60.47       2815.0
481430   448602   297733   63       1.8326850170e+02     7.2477573424e+01     60.45       2828.4
483660   450708   299101   68       1.8326850170e+02     7.2496414193e+01     60.44       2845.2
485919   452818   300522   23       1.8326850170e+02     7.2511845865e+01     60.43       2859.3
488117   454931   301926   47       1.8326850170e+02     7.2537931571e+01     60.42       2872.7
490310   457038   303325   35       1.8326850170e+02     7.2559775611e+01     60.41       2886.4
492521   459147   304730   49       1.8326850170e+02     7.2588634752e+01     60.39       2900.1
494742   461259   306053   36       1.8326850170e+02     7.2605852077e+01     60.38       2914.8
496961   463364   307424   64       1.8326850170e+02     7.2623646398e+01     60.37       2927.8
499234   465477   308741   37       1.8326850170e+02     7.2640533872e+01     60.36       2941.9
501444   467576   310171   24       1.8326850170e+02     7.2662008887e+01     60.35       2956.4
503674   469687   311567   78       1.8326850170e+02     7.2682182037e+01     60.34       2971.0
505904   471788   312913   52       1.8326850170e+02     7.2694825054e+01     60.33       2986.0
508126   473892   314323   40       1.8326850170e+02     7.2725720512e+01     60.32       2998.9
510364   475993   315677   56       1.8326850170e+02     7.2741071515e+01     60.31       3013.4
512561   478098   317064   25       1.8326850170e+02     7.2749780128e+01     60.30       3026.3
514751   480145   318418   70       1.8326850170e+02     7.2783266236e+01     60.29       3041.9
517013   482249   319824   72       1.8326850170e+02     7.2805080777e+01     60.27       3054.3
519223   484361   321264   26       1.8326850170e+02     7.2820678337e+01     60.27       3072.2
521437   486466   322634   47       1.8326850170e+02     7.2838650431e+01     60.26       3082.8
523646   488571   323989   59       1.8326850170e+02     7.2856957633e+01     60.25       3098.7
525903   490679   325282   39       1.8326850170e+02     7.2876067624e+01     60.24       3109.9
528167   492784   326574   35       1.8326850170e+02     7.2896987152e+01     60.22       3125.9
530376   494894   327971   65       1.8326850170e+02     7.2909807178e+01     60.22       3138.5
532630   497003   329319   54       1.8326850170e+02     7.2932315133e+01     60.20       3156.0
534865   499104   330702   27       1.8326850170e+02     7.2949354166e+01     60.20       3168.0
537119   501213   332054   57       1.8326850170e+02     7.2968764916e+01     60.18       3183.9
539337   503316   333372   66       1.8326850170e+02     7.2980782277e+01     60.18       3196.2
541546   505429   334785   46       1.8326850170e+02     7.2999259979e+01     60.17       3211.5
543771   507542   336128   54       1.8326850170e+02     7.3022277797e+01     60.16       3223.9
545988   509637   337517   77       1.8326850170e+02     7.3034580526e+01     60.15       3239.9
548246   511752   338897   51       1.8326850170e+02     7.3055113207e+01     60.14       3253.3
550487   513850   340222   54       1.8326850170e+02     7.3075609261e+01     60.13       3267.2
552759   515956   341546   69       1.8326850170e+02     7.3083464832e+01     60.12       3278.9
554915   517994   342884   66       1.8326850170e+02     7.3111446625e+01     60.11       3293.9
557158   520098   344209   39       1.8326850170e+02     7.3119626282e+01     60.10       3305.4
559370   522203   345589   69       1.8326850170e+02     7.3144370451e+01     60.09       3320.9
561582   524307   346937   91       1.8326850170e+02     7.3152190015e+01     60.08       3334.4
563812   526410   348295   40       1.8326850170e+02     7.3180116016e+01     60.07       3347.3
566043   528516   349696   46       1.8326850170e+02     7.3197335515e+01     60.06       3360.6
568280   530630   351087   36       1.8326850170e+02     7.3208373295e+01     60.05       3372.5
570484   532735   352443   47       1.8326850170e+02     7.3227296905e+01     60.04       3386.5
572712   534839   353839   100      1.8326850170e+02     7.3240887270e+01     60.04       3399.3
574911   536942   355228   62       1.8326850170e+02     7.3265459493e+01     60.02       3413.6
577153   539047   356568   59       1.8326850170e+02     7.3282916509e+01     60.01       3427.9
579429   541149   357886   33       1.8326850170e+02     7.3295632241e+01     60.01       3441.6
581690   543249   359227   42       1.8326850170e+02     7.3311053784e+01     60.00       3455.0
583938   545355   360575   61       1.8326850170e+02     7.3323143192e+01     59.99       3469.5
586183   547458   361966   52       1.8326850170e+02     7.3343913711e+01     59.98       3482.7
588414   549560   363347   47       1.8326850170e+02     7.3363758597e+01     59.97       3496.7
590625   551665   364756   33       1.8326850170e+02     7.3382590149e+01     59.96       3509.3
592789   553698   366092   53       1.8326850170e+02     7.3390659982e+01     59.95       3522.7
595003   555805   367490   38       1.8326850170e+02     7.3415281570e+01     59.94       3534.8
597234   557909   368821   60       1.8326850170e+02     7.3419485562e+01     59.94       3548.9
599498   560022   370155   73       1.8326850170e+02     7.3446074426e+01     59.92       3561.9
601720   562122   371549   66       1.8326850170e+02     7.3463902743e+01     59.91       3574.1
603943   564220   372948   34       1.8326850170e+02     7.3482344890e+01     59.90       3586.0
606172   566321   374383   56       1.8326850170e+02     7.3490634735e+01     59.90       3598.1
608403   568427   375710   66       1.8326850170e+02     7.3514287678e+01     59.89       3611.0
610614   570531   377075   69       1.8326850170e+02     7.3534626746e+01     59.88       3623.0
612840   572637   378479   33       1.8326850170e+02     7.3544912101e+01     59.87       3635.6
615057   574737   379882   55       1.8326850170e+02     7.3571319989e+01     59.86       3647.4
617299   576845   381234   63       1.8326850170e+02     7.3583109731e+01     59.85       3660.5
619555   578948   382550   57       1.8326850170e+02     7.3589450137e+01     59.85       3671.6
621785   581050   383918   33       1.8326850170e+02     7.3609382768e+01     59.84       3685.4
623948   583165   385303   43       1.8326850170e+02     7.3636561623e+01     59.82       3698.3
626211   585280   386612   43       1.8326850170e+02     7.3643362952e+01     59.82       3711.3
628439   587383   387984   69       1.8326850170e+02     7.3664237932e+01     59.81       3723.5
630702   589478   389319   40       1.8326850170e+02     7.3682816342e+01     59.80       3736.5
632891   591525   390702   65       1.8326850170e+02     7.3698556661e+01     59.79       3749.5
635129   593629   392078   30       1.8326850170e+02     7.3713680084e+01     59.78       3762.6
637332   595731   393497   59       1.8326850170e+02     7.3725523860e+01     59.77       3773.6
639566   597839   394861   59       1.8326850170e+02     7.3740414882e+01     59.76       3786.5
641821   599945   396216   61       1.8326850170e+02     7.3761231842e+01     59.75       3798.9
644059   602055   397596   83       1.8326850170e+02     7.3779614480e+01     59.74       3812.5
646266   604163   398979   61       1.8326850170e+02     7.3795274424e+01     59.73       3823.7
648502   606262   400389   40       1.8326850170e+02     7.3816132216e+01     59.72       3838.5
650726   608369   401797   69       1.8326850170e+02     7.3826570265e+01     59.72       3850.7
652960   610476   403131   65       1.8326850170e+02     7.3844001512e+01     59.71       3864.4
655214   612590   404529   52       1.8326850170e+02     7.3860813354e+01     59.70       3875.8
657459   614699   405956   42       1.8326850170e+02     7.3877184675e+01     59.69       3889.9
659694   616802   407349   57       1.8326850170e+02     7.3889033524e+01     59.68       3901.4
661906   618906   408721   49       1.8326850170e+02     7.3910362734e+01     59.67       3915.1
664125   621015   410096   76       1.8326850170e+02     7.3925535829e+01     59.66       3927.9
666335   623122   411470   60       1.8326850170e+02     7.3941443260e+01     59.65       3941.0
668573   625231   412840   70       1.8326850170e+02     7.3955488583e+01     59.65       3955.3
