
MOSEK Version 8.0.0.51 (Build date: 2016-12-14 12:53:47)
Copyright (c) MOSEK ApS, Denmark. WWW: mosek.com
Platform: Linux/64-X86

MOSEK warning 710: #29 (nearly) zero elements are specified in sparse col '' (30) of matrix 'A'.
MOSEK warning 710: #28 (nearly) zero elements are specified in sparse col '' (31) of matrix 'A'.
MOSEK warning 710: #27 (nearly) zero elements are specified in sparse col '' (32) of matrix 'A'.
MOSEK warning 710: #26 (nearly) zero elements are specified in sparse col '' (33) of matrix 'A'.
MOSEK warning 710: #25 (nearly) zero elements are specified in sparse col '' (34) of matrix 'A'.
MOSEK warning 710: #24 (nearly) zero elements are specified in sparse col '' (35) of matrix 'A'.
MOSEK warning 710: #23 (nearly) zero elements are specified in sparse col '' (36) of matrix 'A'.
MOSEK warning 710: #22 (nearly) zero elements are specified in sparse col '' (37) of matrix 'A'.
MOSEK warning 710: #21 (nearly) zero elements are specified in sparse col '' (38) of matrix 'A'.
MOSEK warning 710: #20 (nearly) zero elements are specified in sparse col '' (39) of matrix 'A'.
Warning number 710 is disabled.
Problem
  Name                   :                 
  Objective sense        : min             
  Type                   : CONIC (conic optimization problem)
  Constraints            : 2803            
  Cones                  : 1               
  Scalar variables       : 1803            
  Matrix variables       : 0               
  Integer variables      : 900             

Optimizer started.
Mixed integer optimizer started.
Threads used: 72
Presolve started.
Presolve terminated. Time = 5.63
Presolved problem: 1788 variables, 1002 constraints, 43232 non-zeros
Presolved problem: 0 general integer, 886 binary, 902 continuous
Clique table size: 411
BRANCHES RELAXS   ACT_NDS  DEPTH    BEST_INT_OBJ         BEST_RELAX_OBJ       REL_GAP(%)  TIME  
27235    25724    17410    53       4.5805718066e+02     8.2865046458e+01     81.91       730.9 
29342    27727    18899    70       4.5805718066e+02     8.3145507362e+01     81.85       792.3 
31453    29734    20264    83       4.5805718066e+02     8.3310959691e+01     81.81       852.7 
33605    31731    21484    70       4.5805718066e+02     8.3390958579e+01     81.79       913.1 
35674    33722    22979    100      4.5805718066e+02     8.3803517742e+01     81.70       970.3 
37763    35723    24580    134      4.5805718066e+02     8.4246986191e+01     81.61       1019.8
39913    37666    25722    158      4.5805718066e+02     8.4246986191e+01     81.61       1065.1
42024    39658    27061    98       4.5805718066e+02     8.4246986191e+01     81.61       1110.3
44123    41654    28534    71       4.5805718066e+02     8.4554974480e+01     81.54       1148.9
46290    43662    29743    103      4.5805718066e+02     8.5340489634e+01     81.37       1198.2
48490    45664    30995    140      4.5805718066e+02     8.5362337349e+01     81.36       1250.1
50631    47657    32364    209      4.5805718066e+02     8.7010533158e+01     81.00       1293.4
52810    49650    33729    231      4.5805718066e+02     8.7183772338e+01     80.97       1361.4
55001    51637    34970    83       4.5805718066e+02     8.7651386048e+01     80.86       1424.6
57126    53630    36293    112      4.5805718066e+02     9.0553617931e+01     80.23       1470.6
59241    55625    37716    220      4.5805718066e+02     9.2288298261e+01     79.85       1526.8
61455    57626    39060    145      4.5805718066e+02     9.2288298261e+01     79.85       1592.8
63636    59633    40405    98       4.5805718066e+02     9.3264784574e+01     79.64       1645.6
65799    61626    41784    86       4.5805718066e+02     9.3427198113e+01     79.60       1706.9
67972    63621    43197    202      4.5805718066e+02     9.3489187950e+01     79.59       1768.7
70148    65622    44429    148      4.5805718066e+02     9.5196816660e+01     79.22       1823.3
72282    67616    45821    160      4.5805718066e+02     9.5203410240e+01     79.22       1887.0
74474    69623    47139    184      4.5805718066e+02     9.5263110864e+01     79.20       1940.0
76629    71622    48402    115      4.5805718066e+02     9.5274519984e+01     79.20       1988.4
78690    73553    49783    130      4.5805718066e+02     9.5379890493e+01     79.18       2056.2
80864    75547    50967    151      4.5805718066e+02     9.5379890493e+01     79.18       2105.9
82953    77540    52368    48       4.5805718066e+02     9.5752713602e+01     79.10       2166.5
85138    79532    53713    134      4.5805718066e+02     9.5752713602e+01     79.10       2231.0
87256    81523    55021    155      4.5805718066e+02     9.5822823508e+01     79.08       2278.6
89439    83514    56276    181      4.5805718066e+02     9.6060429398e+01     79.03       2341.5
91570    85504    57721    93       4.5805718066e+02     9.6272979891e+01     78.98       2393.8
93728    87498    59177    84       4.5805718066e+02     9.6407592626e+01     78.95       2436.0
95890    89506    60509    257      4.5805718066e+02     9.6458808870e+01     78.94       2493.2
97982    91505    61877    67       4.5805718066e+02     9.6495062702e+01     78.93       2539.6
100073   93500    63254    60       4.5805718066e+02     9.6744812703e+01     78.88       2586.2
102240   95498    64561    81       4.5805718066e+02     9.6744812703e+01     78.88       2648.9
104383   97492    65978    76       4.5805718066e+02     9.6879579421e+01     78.85       2700.3
106488   99482    67379    71       4.5805718066e+02     9.7023512331e+01     78.82       2748.1
108579   101486   68758    161      4.5805718066e+02     9.7023512331e+01     78.82       2810.2
110700   103485   70149    174      4.5805718066e+02     9.7368710176e+01     78.74       2858.8
112867   105482   71434    78       4.5805718066e+02     9.7474554785e+01     78.72       2911.0
114940   107471   72813    81       4.5805718066e+02     9.7513545070e+01     78.71       2976.1
116954   109400   74237    223      4.5777901243e+02     9.7657455110e+01     78.67       3028.2
119083   111391   75590    95       4.5777901243e+02     9.7657455110e+01     78.67       3091.6
121208   113387   77035    175      4.5777901243e+02     9.7771053118e+01     78.64       3154.7
123363   115379   78394    188      4.5777901243e+02     9.8023453813e+01     78.59       3201.1
125505   117382   79718    211      4.5777901243e+02     9.8058117768e+01     78.58       3273.8
127572   119370   81253    83       4.5777901243e+02     9.8193724288e+01     78.55       3334.2
129674   121364   82737    79       4.5777901243e+02     9.8194891526e+01     78.55       3378.5
131798   123361   84145    107      4.5777901243e+02     9.8399661536e+01     78.50       3445.8
133935   125363   85620    193      4.5777901243e+02     9.8502101723e+01     78.48       3504.2
136088   127358   87025    138      4.5777901243e+02     9.8546373771e+01     78.47       3549.3
138209   129361   88496    140      4.5777901243e+02     9.8740262930e+01     78.43       3620.1
140352   131363   89969    97       4.5777901243e+02     9.8802155765e+01     78.42       3677.4
142444   133354   91395    51       4.5777901243e+02     9.8930493272e+01     78.39       3733.0
144568   135349   92841    209      4.5777901243e+02     9.8936404773e+01     78.39       3795.3
146710   137348   94261    210      4.5777901243e+02     9.8936404773e+01     78.39       3843.9
148866   139341   95657    93       4.5777901243e+02     9.9213370822e+01     78.33       3912.4
150984   141331   97169    118      4.5777901243e+02     9.9293405253e+01     78.31       3970.0
153035   143271   98494    101      4.5777901243e+02     9.9389806997e+01     78.29       4022.1
155143   145262   99854    161      4.5777901243e+02     9.9470554735e+01     78.27       4091.8
157287   147256   101320   146      4.5777901243e+02     9.9661041839e+01     78.23       4149.8
159396   149252   102741   112      4.5777901243e+02     9.9673799079e+01     78.23       4221.9
161539   151241   104190   136      4.5777901243e+02     9.9805891109e+01     78.20       4283.4
163679   153234   105580   147      4.5777901243e+02     9.9930774013e+01     78.17       4337.5
165826   155232   106991   34       4.5777901243e+02     1.0001140321e+02     78.15       4406.9
167951   157228   108428   54       4.5777901243e+02     1.0007033539e+02     78.14       4458.3
170074   159229   109841   76       4.5777901243e+02     1.0008831996e+02     78.14       4521.4
172205   161221   111288   90       4.5777901243e+02     1.0029643916e+02     78.09       4586.1
174332   163220   112661   141      4.5777901243e+02     1.0038288856e+02     78.07       4644.0
176429   165212   114148   89       4.5777901243e+02     1.0048563304e+02     78.05       4714.1
178539   167208   115582   92       4.5777901243e+02     1.0058525760e+02     78.03       4764.3
180710   169205   116853   169      4.5777901243e+02     1.0058525760e+02     78.03       4829.8
182841   171199   118262   113      4.5777901243e+02     1.0087104972e+02     77.97       4893.8
184976   173198   119641   166      4.5777901243e+02     1.0087104972e+02     77.97       4952.7
187114   175190   121077   88       4.5777901243e+02     1.0087104972e+02     77.97       5011.1
189203   177129   122358   55       4.5777901243e+02     1.0088467537e+02     77.96       5056.4
191318   179130   123755   53       4.5777901243e+02     1.0088467537e+02     77.96       5120.9
193456   181124   125231   76       4.5777901243e+02     1.0125678135e+02     77.88       5181.3
195596   183119   126569   224      4.5777901243e+02     1.0132776494e+02     77.87       5238.9
197693   185109   127954   238      4.5777901243e+02     1.0140247152e+02     77.85       5307.3
199850   187107   129233   162      4.5777901243e+02     1.0148801548e+02     77.83       5353.2
202007   189108   130524   130      4.5777901243e+02     1.0161794868e+02     77.80       5415.6
204160   191102   131941   128      4.5777901243e+02     1.0168570836e+02     77.79       5473.5
206288   193102   133391   65       4.5777901243e+02     1.0177740930e+02     77.77       5523.3
208437   195103   134792   38       4.5777901243e+02     1.0183222295e+02     77.76       5580.2
210575   197099   136234   59       4.5777901243e+02     1.0183222295e+02     77.76       5630.3
212677   199091   137642   110      4.5777901243e+02     1.0205581061e+02     77.71       5695.3
214851   201098   138944   94       4.5777901243e+02     1.0213238211e+02     77.69       5751.2
216991   203091   140240   111      4.5777901243e+02     1.0224952109e+02     77.66       5801.5
219159   205092   141646   178      4.5777901243e+02     1.0226446615e+02     77.66       5862.8
221302   207097   142973   18       4.5777901243e+02     1.0239828708e+02     77.63       5919.5
223421   209096   144326   181      4.5777901243e+02     1.0256563597e+02     77.59       5970.8
225540   211095   145753   29       4.5777901243e+02     1.0262104804e+02     77.58       6034.6
227670   213086   147215   46       4.5777901243e+02     1.0265288433e+02     77.58       6082.7
229737   215026   148550   65       4.5777901243e+02     1.0265288433e+02     77.58       6137.7
231868   217016   149999   82       4.5777901243e+02     1.0265288433e+02     77.58       6196.6
233993   219011   151452   97       4.5772294062e+02     1.0283607997e+02     77.53       6245.5
236171   221004   152832   54       4.5772294062e+02     1.0304305694e+02     77.49       6304.6
238406   222996   154089   78       4.5772294062e+02     1.0309450390e+02     77.48       6356.0
240546   224995   155541   68       4.5772294062e+02     1.0317489036e+02     77.46       6420.1
242730   226993   156909   90       4.5772294062e+02     1.0322530410e+02     77.45       6471.0
244854   228981   158349   53       4.5772294062e+02     1.0323515082e+02     77.45       6527.4
247087   230978   159668   73       4.5772294062e+02     1.0331261417e+02     77.43       6577.3
249276   232979   161037   138      4.5772294062e+02     1.0340339001e+02     77.41       6616.3
251433   234976   162422   50       4.5772294062e+02     1.0350876070e+02     77.39       6671.9
253629   236974   163662   125      4.5772294062e+02     1.0353300191e+02     77.38       6723.3
255776   238959   165017   146      4.5772294062e+02     1.0359610885e+02     77.37       6764.1
257920   240962   166403   159      4.5772294062e+02     1.0367716195e+02     77.35       6824.5
260088   242960   167763   76       4.5772294062e+02     1.0377831270e+02     77.33       6874.9
262198   244949   169237   126      4.5772294062e+02     1.0380815680e+02     77.32       6919.2
264374   246938   170579   46       4.5772294062e+02     1.0387415543e+02     77.31       6980.3
266533   248878   171900   56       4.5769440221e+02     1.0398125638e+02     77.28       7028.3
268710   250867   173381   182      4.5769440221e+02     1.0400866182e+02     77.28       7083.2
270930   252861   174783   185      4.5769440221e+02     1.0406688424e+02     77.26       7135.2
273135   254852   176192   44       4.5769440221e+02     1.0418760249e+02     77.24       7179.4

Objective of best integer solution : 4.576944022143e+02      
Best objective bound               : 1.041876024911e+02      
Construct solution objective       : Not employed
Construct solution # roundings     : 0
User objective cut value           : 0
Number of cuts generated           : 0
Number of branches                 : 273135
Number of relaxations solved       : 254852
Number of interior point iterations: 3983099
Number of simplex iterations       : 0
Time spend presolving the root     : 5.63
Time spend in the heuristic        : 0.00
Time spend in the sub optimizers   : 0.00
  Time spend optimizing the root   : 4.50
Mixed integer optimizer terminated. Time: 7205.53

Optimizer terminated. Time: 7205.74 

Integer solution solution summary
  Problem status  : PRIMAL_FEASIBLE
  Solution status : PRIMAL_FEASIBLE
  Primal.  obj: 4.5769440221e+02    nrm: 5e+02    Viol.  con: 8e-11    var: 0e+00    cones: 1e-08    itg: 0e+00  
Optimizer summary
  Optimizer                 -                        time: 7205.74 
    Interior-point          - iterations : 0         time: 0.00    
      Basis identification  -                        time: 0.00    
        Primal              - iterations : 0         time: 0.00    
        Dual                - iterations : 0         time: 0.00    
        Clean primal        - iterations : 0         time: 0.00    
        Clean dual          - iterations : 0         time: 0.00    
    Simplex                 -                        time: 0.00    
      Primal simplex        - iterations : 0         time: 0.00    
      Dual simplex          - iterations : 0         time: 0.00    
    Mixed integer           - relaxations: 254852    time: 7205.53 

Mosek error: MSK_RES_TRM_MAX_TIME (No dual information is available for the integer solution.)
